Data da opinião,Nota,Título,Conteúdo
fev. de 2021,5,Perfeita!,"Começando pela simpatia e carisma de todos os funcionários. Além de muito conforto,e café com uma culinária perfeita. Experiência maravilhosa e super indicada. E até com direito ao um mimo na saída do hotel."
fev. de 2021,5,Maravilhoso,"Hotel maravilhoso!  Todos os colaboradores são muito educados, gentis e estão sempre dispostos a agradar!  O café da manhã é muito completo, a localização é excelente e os quartos perfeitos também! Nada a reclamar! Espero voltar sempre!"
fev. de 2021,5,Simplesmente Excelente.,"Excelente hotel, acolhedor, fantástico.  Os colaboradores estão de parabéns, pois fomos bem acolhidos desde o instante que chegamos até à nossa saída. Quarto impecavelmente arrumado, limpo, cheiroso e com mimos na chegada e na saída. Café da manhã farto e com inúmeras opções para todos os gostos, atendimento excepcional. Recomendo a todos. Parabéns família Fioreze, em breve voltaremos."
fev. de 2021,5,MELHOR HOTEL DA VIDA,"Hotel perfeito! Os funcionarios são maravilhosos! A localização é mto central! O cafe da manhã muito variado, realmente um cafe colonial! A limpeza do hotel é impecavel! Só tenho elogios a fazer, passei dias incriveis nessa cidade maravilhosa e sem duvida alguma no melhor hotel!"
fev. de 2021,5,Ótimo,"Gostamos de tudo... quartos bem limpos, funcionários muito educados, café da manhã espetacular. Todos estavam sempre de prontidão para ajudar em qualquer situação, sempre com muito cuidado. Recomendo demais!"
fev. de 2021,5,Tudo maravilhoso,"Os funcionários são todos muito atenciosos e prestativos, foi o que mais gostamos;  O café da manhã é espetacular, ganha fácil de muito café colonial da cidade;  Tudo muito limpo e cheiroso;  A localização é perfeita. Exatamente no centro."
fev. de 2021,5,Perfeito,"maravilhoso....começando pela localização....no coração de Gramado, praticamente todos os pontos turísticos podem ser conhecidos a pé...a equipe é sensacional, extremamente solícita e simpática....a limpeza é impecável, tanto das áreas comuns quanto do quarto...o café da manhã é um banquete extremamente variado, com reposição em todos os horários e as opções mudam todos os dias....em relação à pandemia, todos são muito zelosos e adotam práticas que tornam a estadia segura...recomendo em tudo....nada de negativo a apontar."
fev. de 2021,5,Viagem e hospedagem excelentes!,"Hotel super central faziamos quase tudo à pé com Atendimeto diferenciado, acolhedor, muito limpo respeitando as normas de higiene td muito bom mesmo estão de parabéns, com especial agradecimento a Tia Zaira que com sua simpatia e destreza fez nossas manhãs mais gostosas com seus bolos deliciosos"
fev. de 2021,5,Fantastico em todos os sentidos,"Fantastico o hotel, o tratamento dos funcionarios, localizacao, cafe da manha, arrumação dos quartos. Com certeza irei voltar, mesmo nessa pandemia o hotel foi excelente em tosos os aspectos. Muito bom !"
fev. de 2021,5,Hotel expecional,"Atendimento expecional da reserva ao check out.  Todos os funcionários são extremamente atenciosos, e educados.    O quarto é de bom tamanho, a localização excelente é possível fazer praticamente tudo andando ou com as bicicletas que o hotel oferece ao hóspedes."
fev. de 2021,5,O melhor atendimento que já tive!,"O hotel é maravilhoso, confortável, limpo, agradável de se estar mas o ponto alto com toda certeza é o atendimento e o carinho dos funcionários.  Vale muito a pena estar lá e com certeza quero voltar.  O café da manhã é excelente e tem tanta variedade que mesmo estando lá por vários dias não conseguimos provar tudo."
fev. de 2021,5,Qualidade x Localização X Atendimento,"Ótimo hotel de excelente localização.  Atendimento impecável por todos colaboradores.  Cama confortável, ótimo chuveiro, bom café da manhã, serviço de limpeza competente, academia nova e estacionamento.  A localização privilegiada possibilita caminhar pelo centro e conhecer vários pontos turísticos sem precisar de qualquer meio de transporte.  O custo x benefício é muito bom.  Um ponto a melhorar seria o isolamento acústico dos quartos.  O Fioreze Centro será nossa primeira opção hoteleira no retorno a Gramado."
fev. de 2021,5,Fantástico!,"Se há uma palavra que pode definir este hotel esta seria PERFEIÇÃO. O estabelecimento é simplesmente fantástico, seja pela sua localização privilegiada próximo a tudo, seja pelas suas instalações novas e tudo em perfeito estado ou pelo variadíssimo e saboroso café da manhã.Não posso deixar de ressaltar o impecável atendimento por parte de todos os colaboradores desde a nossa chegada até a nossa saída, sendo sempre bastante atenciosos e estando sempre a disposição para atender as nossas necessidades. Enfim, em outras idas a Gramado não terei dúvidas quanto a hospedagem, com certeza será no hotel Fioreze Centro. Deixo aqui os meus parabéns e muito obrigado a toda equipe!"
fev. de 2021,5,Aniversário de casamento,"Resumindo em uma palavra EXCELÊNCIA!!! Surpreenderam nossas expectativas, atenciosos e sempre One step ahead em tudo que precisávamos! Concerteza nos hospedaremos aqui novamente! Limpeza impecável café da manhã maravilhoso!"
fev. de 2021,5,Indicação,"Fioreze Centro em Gramado, hotel no centro da Cidade,a equipe simplesmente espetacular. A galera do café ,da recepção, os meninos da porta...nossa simplesmente uma experiência esplêndida. Volto de novo e indico muito. Parabéns a toda equipe Fioreze."
jan. de 2021,5,Excepcional,Nossa estadia no Hotel foi maravilhosa!  O Atendimento excelente de todos os colaboradores! Quanto a informo e limpeza também estava super higienizado! Álcool gel em todas as dependências! O café da manhã delicioso também! Tudo Perfeito!
jan. de 2021,5,Sinta-se em casa !,"Excelente hotel em todos os aspectos, conforto, localização , serviço e principalmente carinho com os hóspedes, um hotel magnífico no centro de gramado, perto de tudo, podem ficar sem pestanejar.  Café da manhã fabuloso, com requintes de colonial."
jan. de 2021,5,Fenin,"Sensacional, equipe surpreendeu na anfitrionagem e demais setores!!! Impossível não voltar!!! Cidade linda, pessoas gentis, carinhosas e acolhedoras. Amamos!! Parabéns pois em nossos melhores pensamentos não esperávamos tamanho calor humano. Paisagem estonteante."
jan. de 2021,5,Viagem de lua de mel,"Ótima recepção, equipe hoteleira muito receptiva, café da manhã uma delícia, ambiente muito agradável, atende ao protocolo do ministério da saúde para prevenção do COVID-19, ótimo para levar a família, indico para todos que me pedir indicação de hotel em Gramado."
jan. de 2021,5,"Gentileza, atendimento, tudo 100%","O atendimento do hotel é demais, fazia tempo que não ficava hospedada em um hotel com um atendimento tão bom e atencioso. Protocolos do covid sendo cumpridos.  Hotel bem localizado em uma rua paralela a principal, é possível sair para jantar por exemplo, sem precisar tirar o carro da garagem.  Chegamos as 23:00 hrs no hotel, atendimento na recepção muito atencioso, ajuda para abrir a porta do carro em todas as vezes que chegamos ou saimos, pessoas sempre de bom humor, cumprimentando meus filhos pelo nome, dispostas a ajudar com dicas de restaurantes, passeios.  Café da manhã variado em local arejado, todos os dias com bolos e pães diferenciados, pães e bolos sem gluten.  Tivemos várias situações que tiveram um diferencial nos atendimentos:  - Hotel em copa baby com água, leite em pó, chocolate, frutas, isso é raro em hotel que não é all inclusive;  - Café, chá e agua saborizada sempre fresquinhos na recepção, a tarde sempre havia um agrado como um pedaço de bolo, uma fruta;  - Precisei de um canudo para meu filho tomar suco no café da manha, além do canudo ainda descobrimos que eles tinham copos e canequinhas infantis para quem precisse;  - Eu gosto de travesseiros mais altos, na primeira noite, coloquei uma coberta dobrada embaixo do meu travesseiro para dar um volume kkkk, na primeira limpeza do quarto a camareira sem nenhum pedido meu, deixou um travesseiro e uma coberta extra no quarto ... esse tipo de percepção me deixou muito feliz !!!!  - Atendimento dos garçons no café da manhã excepcional, infelizmente eu não peguei o nome do moço que me atendeu, mas ao terminar minha xícara de café ele veio me perguntar se eu queria mais e em segundos eu tinha uma xícara de café quentinho na minha frente;    Com certeza será nosso hotel escolhido na próxima viagem a Gramado  O único ponto que ficou a desejar é que a janela do quarto não tem vista para nada ..."
jan. de 2021,5,Surpreendente,"Atendimento excelente, atencioso por parte de todos os funcionários, local com higiene e protocolos de prevenção a covid adequados, recepção atenciosa, com busca de malas e funcionários abrindo porta do carro para embarque e desembarque dos hóspedes, os mesmos sempre dispostos a tirar dúvidas sobre restaurantes, pontos turísticos, costumes locais. Café da manhã excelente e variado, em local arejado com ótimo atendimento. Quarto confortável, todos os itens funcionavam adequadamente, cama confortável, permitindo um ambiente acolhedor pro repouso. Voltaria sem dúvidas e recomendo a todos."
jan. de 2021,5,Ótimo serviço,"Hotel bem limpo, servico de qualidade, otimo café da manha, super preparado, ótimo atendimento, e um Plus são as comidas sem glúten e lactose no café da manhã. Todos são muitos preparado e uma ótima recepção."
jan. de 2021,5,Maravilhoso,"Estadia maravilhosa não só pela localização, como pelo excelentíssimo atendimento de todos os funcionários e prezando pela limpeza dos quartos e espaços do hotel e tomando os cuidados para prevenção da pandemia.Além do café da manhã que estilo Colonial ."
jan. de 2021,5,Hotel muito bom e bem localizado,"Localização ótima, atendimento muito bom. Quarto bem limpo, café da manhã bem servido e com muita qualidade. A única coisa que para nós não foi tão bom foi que nosso quarto era do lado do elevador, e pegava ruído dentro do quarto toda vez que abria e fechava a porta."
jan. de 2021,5,SIMPLESMENTE AMAMOS E VOLTAREMOS! Obrigada família Fioreze!!!,"Fui com meus pais celebrar meu aniversário e tivemos uma experiência maravilhosa no hotel! Pessoal maravilhoso, muitíssimo educados, nos deram várias dicas de passeios e restaurantes e TODAS certeiras! No dia do meu aniversário cantaram parabéns no café da manhã e levaram um mino bolo com velinha na mesa e no fim do dia tinha um cartão escrito à mão e um chocolate na minha cama. Café da manhã é sensacional, não tenho ideia de quantos tipos diferentes de alimentos tinham. Minha mãe que é alérgica a lactose pôde também desfrutar das opções que tinham de comidas sem lactose. Voltamos “tristes” pq queríamos ficar mais. Definitivamente 5 dias não foram suficientes. Voltaremos em breve. Só um porém mínimo, as toalhas de banho poderiam ser mais fofinhas :)"
jan. de 2021,5,Atendimento impecável!,"Sempre superando as expectativas! Funcionários atenciosos e simpáticos, que procuram te agradar a todo momento, instalações novas e limpas e café da manhã maravilhoso. Não conseguimos pensar em outra opção de hotel quando vamos a Gramado."
jan. de 2021,5,Estadia maravilhosa,"Hotel maravilhoso, funcionários cordiais, café da manhã incomparável. Quarto muito limpo e cheiroso, chuveiro excelente! Toda a estadia foi perfeita, vou recomendar a todos. Paula e Borges. 20/01/2021"
jan. de 2021,5,Hotel Fiioreze centro,"Hotel básico porem muito bom , com funcionários atenciosos e educados. Também é muito bem localizado no centro de tudo. O café da manhã é bom , porem quando li estilo café colonial imaginei que fosse maior variedade de salgados."
jan. de 2021,5,"Excelente atendimento,muito prestativos educados e atenciosos.","Sentimos em casa com tanto cuidado,td que precisamos fomos atendido.Fiquei encantada com a atenção de toda equipe.Adoramos a cortesia qdo chegamos.Otima localização,da para conhecer vários pontos caminhando. e café da manhã delicioso."
jan. de 2021,5,O melhor hotel que já fui.,"O que falar desse Hotel?  Os funcionários são maravilhosos e atenciosos, principalmente Felipe, Guilherme e Rafael.  Café da manhã maravilhoso ou seja nada a reclamar só elogios e espero que não mudem.  HOTEL LINDO."
jan. de 2021,5,Atendimento Maravilhoso,"Apenas para deixar registrado o atendimento maravilhoso de toda a equipe!! Um dos melhores atendimentos que já tive!! Tudo muito bom, comida, localização e principalmente os funcionários! Eu e minha família sem d"
jan. de 2021,5,Melhor hotel da vida,"Hotel impecável. Organizado. Aconchegante. Está em 4º lugar entre os melhores hotéis em gramado. Mas, acho muito difícil encontrar em algum outro lugar a atenção, o zelo e cuidado dos funcionários. Melhor hotel da vida, sem sombra de dúvida"
jan. de 2021,5,Atendimento impecável,"O hotel conta com um atendimento excelente, todos da equipe do hotel são muito educados e prestativos, sempre muito preocupados com o bem estar de quem está sendo hospedado.  O café da manhã é muito bem variado, atendendo todos os gostos.  As acomodações são muito bem higienizadas e de qualidade ímpar!    Achei muito legal o kit viagem que recebemos no checkout, que continua água e um paleta italiana, muito caprichado.    Com certeza voltaria mais vezes!"
jan. de 2021,5,Melhor Hotel que já fiquei,"Não tem comparação. É tudo muito perfeito, atendimento de excelência, funcionários super educados, proativos e sempre com sorriso no rosto. Localização central, perto de tudo. Indico muito e voltaria sem dúvidas."
jan. de 2021,5,Excelência em serviços,"Com certeza a família Fioreze foi essencial para que a minha viagem de lua de mel fosse ainda mais especial. Todos são muito atenciosos desde o primeiro contato para reservar um quarto até o volte sempre. Quarto super limpo, aconchegante e de deixar saudades. Todos os serviços, o atendimento, café da manhã... Enfim, todos os detalhes foram impecáveis, o que falta são palavras para descrever o que vivenciamos... Certo é de que já queremos retornar ;)"
jan. de 2021,4,Bodas de Prata,"Para comemorar nossa Bodas de Bodas de Prata em Gramado, acredito que fizemos a melhor escolha em hospedagem na cidade, equipe totalmente preparada em tempos de pandemia e atenciosa em toda a nossa estadia, obrigado Hotel Fioreze Centro!"
jan. de 2021,5,IMPECÁVEL,"Tudo perfeito, localização excelente, hospitalidade fora do comum, estrutura impecável, e um ótimo café da manhã, já estive por três vezes em gramado, sempre em ótimos hotéis, mas o Fioreze Centro conseguiu superar minhas expectativas, com certeza voltarei a me hospedar nele."
jan. de 2021,5,Melhor Hotel De Gramado,Excelente ambientes comuns e atendimento de todos os funcionários.  Hotel próximo a rua coberta e demais pontos turísticos de gramado.  Melhor estadia com certeza.  Quartos maravilhosos com vistas muito boa.
jan. de 2021,5,Atendimento espetacular!,"A família Fioreze nos recebeu super bem e a todo momento nos sentimos da família também! Amei cada detalhe! Desde a chegada, em que fomos recepcionados com muito carinho e até com chocolates de presente no quarto, até a deapedida. O café da manhã também era maravilhoso e super farto! Voltaremos com certeza."
jan. de 2021,5,O melhor de todos,"Excelente atendimento, muito calorosos humanizados e descontraídos. Nos sentimos como se estivéssemos em família...com certeza indicaremos o Hotel Fioreze Centro para os nossos amigos e futuramente voltaremos"
jan. de 2021,5,Passeio,"Excelente localização... Excepcional o atendimento de todos funcionários!! Hotel limpo, cheiroso e aconchegante!!! Próximo de tudo, o que facilita o deslocamento sem necessidade de carro!! Recomendo muito!! Maravilhoso.."
jan. de 2021,5,O melhor hotel,"Excelente localização, no coração de Gramado. Restaurantes de qualidade nas redondezas, Funcionários extremamente educados e solícitos, café da manhã completo e de qualidade, ótima higiene, enfim, fantástico."
jan. de 2021,5,Experiência incrível!,"O atendimento foi excelente do início ao fim. Todos os colaboradores super prestativos e educados. Quarto e café da manhã maravilhosos. Com certeza fizeram toda diferença na nossa viagem e em breve retornaremos. Muito obrigado, Fioreze!"
jan. de 2021,5,Excelente hotel,"O hotel é excelente, valendo destaque para os serviços que são prestados de forma excepcional. A equipe do hotel é muito atenciosa e estão dispostos a te ajudar em todos os momentos da estadia. Super recomendo!"
jan. de 2021,5,Excelente estadia,"Tudo de excelente qualidade: o serviço; o quarto; o atendimento; a higiene; a receptividade; os alimentos servidos; a educação, presteza e simpatia de todos os profissionais. Super bem localizado. Foi uma maravilhosa experiência."
jan. de 2021,5,"Aconchegante, excelente custo beneficio.",Concierge espetacular: super dedicado e integrante. Café da manhã perfeito. Hotel no centro da cidade. Excelente acomodação e limpeza. Bicicletas de boa qualidade e free. Estacionamento com manobristas.
jan. de 2021,5,Hotel maravilhoso !,"Melhor hotel que já fiquei em Gramado ! Funcionários super educados !  Café da manhã maravilhoso !  Com certeza todas as vezes que eu for em Gramado , ficarei no fioreze Centro !  Recomendo muito !!!!!!!!!"
jan. de 2021,5,Muito bem tratada,"A equipe toda do hotel é fantástica , tudo muito limpo e organizado e os funcionários super atenciosos, além disso o café da manhã é maravilhoso. Recomendo muito o hotel e agora toda vez que eu for para Gramado eu me hospedarei lá"
jan. de 2021,5,Excelente atendimento e bem localizado,Hotel bem localizado no centro da cidade e atendimento muito bom. Quarto moderno e café da manhã muito bom servido com toda a segurança. Estacionamento para veículos e área para fumantes em separado na recepção.
jan. de 2021,5,Tudo sensacional,"O lugar é realmente maravilhoso. Quarto muito agradável, confortável, limpo, todos os dias é feita a limpeza do quarto e deixam impecável.  A equipe é extremamente educada e simpática, os recepcionistas, o pessoal da limpeza, os garçons, todos eles são pessoas maravilhosas.  O hotel é muito bem localizado, pertinho da rua coberta e bem no coração da cidade.  Parabéns, vocês são ótimos."
jan. de 2021,5,Estadia perfeita,"O hotel é muito bem localizado, a equipe é muito preparada, extremamente atenciosas e cuidadosa.  Só tenho elogios ! Com certeza fizerem a viagem ser ainda mais especial.  O café da manhã é muito completo.  O quarto tem um espaço agradável e o banheiro tem um secador de cabelo digno."
jan. de 2021,5,Atendimento nota 1.000,"Melhor atendimento que já recebi num hotel, eu e minha esposa adoramos!    Café da manhã esplêndido! Localização do hotel muito boa.    Atendimento em geral nota 1.000.    Adoramos Gramado, voltaremos e nos hospedaremos no Firenze Centro."
jan. de 2021,5,Instalações ótimas. Pessoal altamente qualificado - atendimento de alto padrão.,"Destaque para o atendimento - equipe altamente qualificada. Localização perfeita, pois estão muito próximo das principais atrações de Gramado. As instalações estavam ótimas. Protocolo de cuidados com a pandemia também foram observados. Recomendo fortemente."
jan. de 2021,5,Avaliação Hotel Fioreze,"Já estivemos em Gramado por diversas vezes, mas esse hotel nos surpreendeu. Cordialidade, profissionalismo, excelente localização. café da minha impecável, essas são algumas características que você irá encontrar nesse hotel."
jan. de 2021,5,Excepcional,"Hotel excelente, acomodações muito confortáveis, os funcionários são muito educados, e auxiliam em tudo para a viagem ser incrível! E o hotel ainda tem um lanchinho disponível para qndo chegamos cansados dos passeio!"
jan. de 2021,5,Experiência maravilhosa,"Primeiramente a localização é ótima. Sobre o atendimento do Fioreze, é algo que todos os hotéis deveriam adotar, pois é uma experiência que infelizmente é difícil de encontrar nas estadias por aí. Estrutura, limpeza e café da manhã, na minha opinião, também estão de PARABÉNS!"
jan. de 2021,5,Excelente,"Hotel excelente em absolutamente tudo! Acomodação, café da manhã, atendimento, localização... Amamos a nossa estadia e pretendemos voltar em breve com nossa família. E com certeza nossa escolha será hotel Fioreze Centro."
jan. de 2021,5,Maravilhoso,Hotel maravilhoso  Funcionários muito atenciosos e educados!  Limpeza e localização ótima  Cozinha maravilhosas    Tudo de bom!  Parabéns a todos da recepção a limpeza !  Só pessoas atenciosas e educadas ao extremo!
jan. de 2021,5,Hotel Fioreze Centro,"Melhor hotel que já ficamos hospedados.  Além da organização, limpeza, boa localização (no centro de Gramado, próximo aos principais pontos turísticos), o atendimento é de primeiro mundo. Entre os pontos fortes dos colaboradores estão a educação, cordialidade, e indicações sobre passeios e curiosidades da cidade."
jan. de 2021,5,Excelente hospedagem,"Excelente hotel e com ótima localização. Todos os funcionários são extremamente educados, limpeza impecável e café da manhã excelente.  Recomendarei muito para todos aqueles que quiserem visitar Gramado."
jan. de 2021,5,Receptividade,"Desde o momento em que chegamos ao hotel Fioreze Centro até um último minuto da nossa estada a educação, receptividade, profissionalismo e atenção foram impecáveis, sempre solícitos e gentis.  Café da manhã excelente, boa variedade, tudo muito gostoso, quartos e dependências sociais sempre limpas.  A toda equipe do Hotel Fioreze Centro nosso muito obrigado, tornaram nossos dias em Gramado ainda mais agradáveis."
jan. de 2021,5,Incrível.,"Uma das experiências mais incríveis que já tive o prazer de vivenciar. Um hotel maravilhoso que supre todas nossas expectativas, colaboradores que amam oque fazem, quartos limpos e cheirosos, localização excelente! Foi maravilhoso."
jan. de 2021,5,Viagem em família,"Hotel Excelente com localização muita boa próximo das principais ruas, da pra ir a pé, atendimento da equipe nota 10 e café da manhã ótimo com muitas opções . Gostamos muito, o apartamento atendeu perfeitamente um casal com 2 filhos."
jan. de 2021,5,Tudo aquilo que as avaliações dizem!,"Reservamos no Fioreze Centro pela qualidade relatada nas avaliações, e sim, pode confiar!    Atendimento impecável, a verdadeira essência da hotelaria você encontrará aqui. O quarto em ficamos era o quádruplo, as camas são confortáveis e o espaço interno é suficiente para comportar a família.    Além das instalações excelentes, o ponto alto é a localização que permite que você desfrute da cidade em agradáveis caminhadas no entorno, explore! Aproveite para tirar fotos no salão do café, que tem uma maravilhosa vista da Borges Medeiros e dos casarões enxaimel. O hotel também disponibiliza bicicletas para que você possa dar um rolê nas maravilhosas ruas de Gramado.    Nosso muito obrigado a toda família Fioreze, e em especial ao Filipe e Fabiana que encantam com seus largos sorrisos e imenso cuidado com os hóspedes <3    Esperamos retornar em breve!"
jan. de 2021,5,Experiência maravilhosa 100%.,"Decidimos passear em Gramado e encontramos um hotel super preparado neste ambiente de pandemia. Higiene perfeita, funcionários extremamente treinados, sempre dispostos à ajudar em qualquer situação fazendo nos sentirmos seguros e acolhidos reproduzindo fielmente o lema do hotel: “Nosso compromisso é fazer com que toda pessoa que entre no hotel saia daqui melhor e mais feliz”. Além disso, bem importante: café! Não tem como descrever, apenas indo lá para conferir...kkkk (Maravilhoso!) Nossos parabéns à toda a equipe do Hotel Fiorenze!    Aldo Vinicio Marcelino"
jan. de 2021,5,Estadia excepcional!!!,"Não poderia ter ficado em um hotel melhor!Apesar de não poder usufruir da academia e do espaço kids por conta do covid-19 a estrutura do hotel e dos quartos são ótimas!Tudo muito limpo, organizado, aquecedor tanto na ducha ( e que ducha maravilhosa!) quanto na pia.Mas nem só dá estrutura se faz um hotel, por isso quero deixar registrado aqui minha admiração por todos os funcionários que são extremamente profissionais, simpáticos e educados, desde a chegada onde abriram a porta do carro, nos serviram água, brincaram com minha filha de 1 ano e 11 meses (até no carrinho das malas ela andou,rs) e a saída que não foi diferente. Para aqueles que gostam de tomar um belo café da manhã o Fiorese centro não deixa a desejar!Bolos, pães, tortas,frutas,yorgut e sucos variados sem falar no café forte (do jeito que eu gosto).Enfim uma estrutura maravilhosa com um belo café da manhã,tudo muito limpo e funcionários excelentes! Parabéns a toda equipe!"
jan. de 2021,5,Excelente estadia!!!,"Eu e meu marido ficamos hospedados no Fioreze Centro do dia 30/12/2020 a 06/01/2020. Surpresa muito agradável, desde as instalações, atendimento dos funcionários, amenidades (no dia 31/12 happy hour no lobby do hotel com espumantes e aperitivos; água saborizada, café, chá e aperitivos disponível durante todo o dia no lobby do hotel) e localização. Sem dúvida retornaremos na primeira oportunidade!!! Café da manhã esplendoroso, vista do restaurante encantador, quartos silenciosos e tudo muito novinho. Reforço o atendimento dos funcionários, todos muitos alegres e disponíveis, nos surpreendeu positivamente. Parabéns para a equipe do Horel Fioreze Centro e obrigada por proporcionar uma estadia inesquecível."
jan. de 2021,5,Cada vez melhor!,"Nossa segunda estadia. O hotel melhora e se supera a cada dia. O atendimento é algo de inesquecível e nos faz realmente sentirmos em casa e fazendo parte da família Fioreze. A localização é a melhor possível, café da manhã espetacular, limpeza, organização e conforto. Mas o melhor é a sua equipe de funcionários. Vai aqui o meu elogio e agradecimento a todos eles. Este ano pretendemos voltar em junho e dezembro e esperamos se Deus quiser matar a saudade dessa fabulosa região e do Hotel Fioreze Centro."
jan. de 2021,5,Maravilhoso!,"Desde o primeiro contato o atendimento já foi excelente e se manteve excelente ao longo da estadia. Todos os funcionários felizes (mesmo de máscara, percebe-se o brilho no olho de satisfação de uma equipe feliz), todos muito solícitos e dispostos. Muito carinhosos e atenciosos com crianças. Nosso pequeno não queria ir embora.  Hotel muito bem localizado, dá para fazer quase tudo a pé.  Café da manhã maravilhoso, diversas opções deliciosas, muito bem organizado e a ideia do serviço de buffet guiado é fantástica e segura.  Super higienizado e limpo, ao entrar no hotel sempre sentíamos o cheirinho de limpeza.  Somos um casal com uma criança pequena e dois adolescentes e ficamos muito bem acomodados no quarto. Cama e banho ótimos.  Atenção aos detalhes, que fazem toda diferença como recadinho escrito à mão com chocolate de boas vindas no quarto, a palha italiana e águas desejando boa viagem."
jan. de 2021,5,Experiência única,"Gosto muito de viajar e já estive em diversos hotéis, mas o atendimento dos funcionários do hotel Fioreze é impecável. Realmente excelente. Parabéns a todos e muito obrigada pelo carinho.  Além disso o hotel é muito bem localizado e possui um ótimo café da manhã."
jan. de 2021,5,MELHOR ESTADIA QUE JA TIVEMOS,"cuidaram da minha família como se fossemos próximos, o tratamento que tivemos fez mudamos de ideia e volta no mês de julho para o mesmo hotel, meu filho saiu falando que fez amigos na recepção do hotel, detalhe ele do tem três anos, muito obrigado pelo carinho e atenção com minha família"
jan. de 2021,5,Espetacular.,"Não existe o melhor hotel. O que existe são as melhores pessoas e melhores profissionais. E ponto. Neste lugar há pessoas que trabalham para garantir sua estadia a melhor possível. Da portaria até o quarto e passando pelo café da manhã. A simpatia, cordialidade e respeito ao cliente são motivos para eu pontuar como o melhor. Um abraço a Tia do café da manhã, ""Zaira"" que ganharia o prêmio de Miss Simpatia brincando de ser quem ela já é. Que Deus abençoe a todos que compõe a família Fioreze Centro. Saúde a todos. De um Cearense que se sentiu muito acolhido e por isso muito feliz: Prof. Abílio Serpa.    Vou voltar. Se Deus quiser."
jan. de 2021,5,Atendimento de excelência.,"Eu, meu esposo e uns 2 casais de amigos nos hospedamos no Hotel Fioreze em novembro de 2020. A experiência foi maravilhosa, foi a melhor recepção que já tive em hotel, todos os funcionários são muito cordiais, atenciosos, prestativos e solícitos. O quarto muito bem limpo e arrumado. Parabéns a toda equipe do hotel Fioreze!"
jan. de 2021,5,O Melhor do Brasil,"Gostaria de agradecer a toda equipe deste hotel maravilhoso , toda equipe super educada e simpática , quartos confortáveis , café da manhã ótimo , e todo hotel impecável na limpeza . Vocês estão de parabéns 👏👏👏."
jan. de 2021,5,Ótima localização e conforto,Normalmente quem cuida da viagem da familia e minha esposa e sem duvidas esse hotel fez com que eu tivese que vir ao trip para lhe avaliar qualidade e excelência são surpreendentes .  Gentileza no atendimento e uma organização maravilhosa  Sua localização para as principais ruas do centro da cidade facilita muito para um passeio mais rapido  Vale apena em todos os sentidos  Organização e limpeza sao pontos altos deste HOTEL
jan. de 2021,5,Experiência incrível Hotel Maravilhoso,"Primeira vez em Gramado e acertamos em cheio em ficar no Fioreze Centro, sem palavras para descrever a cordialidade dos funcionários, o carinho, a limpeza do hotel, o café da manhã sensacional... bom só temos que agradecer imensamente."
jan. de 2021,5,Fantástico,"ESPETACULAR. Hotel Fiorese Centro.  Acolhida foi perfeita, equipe altamente comprometida com os hóspedes, bem como a gerência.  Protocolo de segurança, o melhor que já tivemos.  Parabéns a toda equipe e gerência."
dez. de 2020,5,Excelência,"Atendimento acima do padrão, flexibilidade para melhor experiência do cliente, muito bonito, elegante, extremamente limpo. Única dica seria melhorar as cortinas do quarto, pois não se encaixam com facilidade, procurar um frigobar mais silencioso, e apesar da extrema simpatia dos funcionários, no horário da manha, nem todos os hospedes gostam de acordar muito cedo, então criar uma cultura que não gere barulho na parte de manhã nos corredores dos quartos, principalmente do 3 andar, por ser caminho para o café da manha."
dez. de 2020,5,Indico,"Os serviços e acomodações são excelentes, os funcionários são muito gentis e atenciosos, a localização é perfeita para quem não quer ficar usando o carro a todo momento. Fica no centro de Gramado, com os melhores restaurantes, cafés e lojas por perto. O preço é bom e apesar das restrições impostas pela pandemia e que são seguidas à risca, foi possível aproveitar bem a viagem. Valeu muito a pena, meu marido e eu pretendemos voltar e ficar no mesmo hotel."
dez. de 2020,5,Excepcional,"A estrutura e a localização do hotel são excepcionais. Mas a experiência fica ainda mais incrível por conta da equipe. Todos foram muito atenciosos, prestativos e receptivos. O café da manhã conta com opções para alérgicos à leite e glúten, o que foi maravilhoso. Não vejo a hora de voltar!"
dez. de 2020,5,Maravilhoso,"Estadia maravilhosa! Hotel muitíssimo bem localizado, quarto com tamanho bom, café da manhã ótimo! Mas o que impressiona mesmo é a educação do staff! Todos são extremamente agradáveis, educados, fazendo você se sentir em casa! Será, com certeza, sempre nossa primeira opção em Gramado!"
dez. de 2020,5,Excepcional,O hotel está localizado no coração de Gramado. O quarto e as instalações estava bem limpas e cheirosas. O café da manhã foi excelente e farto. Os funcionários do hotel nos receberam com muita cordialidade e tornaram especialmente prazerosa nossa estada no local .
dez. de 2020,5,Excelente!,"A localização é excelente, perto de tudo (lojas, restaurantes e pontos turisticos). Acomodações são confortáveis. Higiene impecavel. Atendimentos excelentes dos funcionários, todos são maravilhosos e deixo aqui, minha gratidão!"
